drug_a_ik14,drug_b_ik14,a_name,b_name,pair_id,n_faers_reports,faers_prr_max_strict,faers_ror95_lcl_max_strict,faers_pt_covered_strict,faers_best_pt_code_strict
FWWDFDMCZLOXQI,GOEMGAFJFRBGGG,Pivhydrazine,Acebutolol,FWWDFDMCZLOXQI::GOEMGAFJFRBGGG,0,,,,
HYAFETHFCAUJAY,YMTMADLUXIRMGX,Pioglitazone,Clocortolone,HYAFETHFCAUJAY::YMTMADLUXIRMGX,0,,,,
OZVBMTJYIDMWIL,XEDHVZKDSYZQBF,Bromocriptine,Lasmiditan,OZVBMTJYIDMWIL::XEDHVZKDSYZQBF,0,,,,
QJJXYPPXXYFBGM,RUOKEQAAGRXIBM,Tacrolimus,N-Propargyl-1(S)-Aminoindan,QJJXYPPXXYFBGM::RUOKEQAAGRXIBM,19,,,,
FAIIFDPAEUKBEP,SAPNXPWPAUFAJU,Nilvadipine,Lofepramine,FAIIFDPAEUKBEP::SAPNXPWPAUFAJU,0,,,,
UAWXGRJVZSAUSZ,WHBIGIKBNXZKFE,Licofelone,Delavirdine,UAWXGRJVZSAUSZ::WHBIGIKBNXZKFE,0,,,,
HSJFYRYGGKLQBT,OZOMQRBLCMDCEG,Guacetisal,Dantrolene,HSJFYRYGGKLQBT::OZOMQRBLCMDCEG,0,,,,
BTFHLQRNAMSNLC,XAXMYHMKTCNRRZ,Clorgiline,Cinolazepam,BTFHLQRNAMSNLC::XAXMYHMKTCNRRZ,0,,,,
UEEJHVSXFDXPFK,ZEHYJZXQEQOSON,Deanol,Ethchlorvynol,UEEJHVSXFDXPFK::ZEHYJZXQEQOSON,0,,,,
RONZAEMNMFQXRA,URMTUEWUIGOJBW,Esmirtazapine,Piclozotan,RONZAEMNMFQXRA::URMTUEWUIGOJBW,0,,,,
JOAHPSVPXZTVEP,XPCFTKFZXHTYIP,Terguride,Benazepril,JOAHPSVPXZTVEP::XPCFTKFZXHTYIP,0,,,,
DMJNNHOOLUXYBV,XLYOFNOQVPJJNP,Meropenem,Aluminum chlorohydrate,DMJNNHOOLUXYBV::XLYOFNOQVPJJNP,151,,,,
IDYZIJYBMGIQMJ,SVJMLYUFVDMUHP,Enoxacin,Dexniguldipine,IDYZIJYBMGIQMJ::SVJMLYUFVDMUHP,0,,,,
BZKPWHYZMXOIDC,XXEPPPIWZFICOJ,Acetazolamide,Diethylpropion,BZKPWHYZMXOIDC::XXEPPPIWZFICOJ,0,,,,
MYSWGUAQZAJSOK,RNOAOAWBMHREKO,Ciprofloxacin,Zanubrutinib,MYSWGUAQZAJSOK::RNOAOAWBMHREKO,2,,,,
JWBOIMRXGHLCPP,ZQDWXGKKHFNSQK,Mitotane,Hydroxyzine,JWBOIMRXGHLCPP::ZQDWXGKKHFNSQK,2,,,,
AHYHTSYNOHNUSH,LBHIOVVIQHSOQN,Trandolaprilat,Nicorandil,AHYHTSYNOHNUSH::LBHIOVVIQHSOQN,4,,,,
DEQITUUQPICUMR,WMCMJIGLYZDKRN,Dihydroergocristine,Theodrenaline,DEQITUUQPICUMR::WMCMJIGLYZDKRN,0,,,,
HMABYWSNWIZPAG,JWNPDZNEKVCWMY,Rucaparib,Neratinib,HMABYWSNWIZPAG::JWNPDZNEKVCWMY,0,,,,
MJJALKDDGIKVBE,XUFQPHANEAPEMJ,Ebastine,Famotidine,MJJALKDDGIKVBE::XUFQPHANEAPEMJ,79,,,,
AXOIZCJOOAYSMI,RFKMCNOHBTXSMU,Succinylcholine,Methoxyflurane,AXOIZCJOOAYSMI::RFKMCNOHBTXSMU,0,,,,
CMHHMUWAYWTMGS,DZVPGIORVGSQMC,Oxybuprocaine,Penclomedine,CMHHMUWAYWTMGS::DZVPGIORVGSQMC,0,,,,
QZUDBNBUXVUHMW,ZBVKEHDGYSLCCC,Clozapine,Seratrodast,QZUDBNBUXVUHMW::ZBVKEHDGYSLCCC,0,,,,
STQGQHZAVUOBTE,ZQTNQVWKHCQYLQ,Daunorubicin,Dronedarone,STQGQHZAVUOBTE::ZQTNQVWKHCQYLQ,0,,,,
AKPLHCDWDRPJGD,BRUQQQPBMZOVGD,Nordazepam,Oxycodone,AKPLHCDWDRPJGD::BRUQQQPBMZOVGD,101,,,,
ACGDKVXYNVEAGU,WOIWWYDXDVSWAZ,Guanethidine,Fosinoprilat,ACGDKVXYNVEAGU::WOIWWYDXDVSWAZ,0,,,,
BUGBHKTXTAQXES,ZJAOAACCNHFJAH,Selenium,Foscarnet,BUGBHKTXTAQXES::ZJAOAACCNHFJAH,0,,,,
RFHAOTPXVQNOHP,YVHXHNGGPURVOS,Fluconazole,Fluprednidene,RFHAOTPXVQNOHP::YVHXHNGGPURVOS,0,,,,
GNRXCIONJWKSEA,RFKMCNOHBTXSMU,Benzoctamine,Methoxyflurane,GNRXCIONJWKSEA::RFKMCNOHBTXSMU,0,,,,
BVURVTVDNWSNFN,GXDALQBWZGODGZ,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,Astemizole,BVURVTVDNWSNFN::GXDALQBWZGODGZ,0,,,,
HRYZWHHZPQKTII,ULXXDDBFHOBEHA,Ethyl chloride,Afatinib,HRYZWHHZPQKTII::ULXXDDBFHOBEHA,0,,,,
MFWNKCLOYSRHCJ,RJCWBNBKOKFWNY,Granisetron,Omaveloxolone,MFWNKCLOYSRHCJ::RJCWBNBKOKFWNY,0,,,,
HTIQEAQVCYTUBX,VBHQKCBVWWUUKN,Amlodipine,Vernakalant,HTIQEAQVCYTUBX::VBHQKCBVWWUUKN,0,,,,
OGJPXUAPXNRGGI,PHTUQLWOUWZIMZ,Norfloxacin,Dosulepin,OGJPXUAPXNRGGI::PHTUQLWOUWZIMZ,0,,,,
NPPQSCRMBWNHMW,XKFPYPQQHFEXRZ,Meprobamate,Isocarboxazid,NPPQSCRMBWNHMW::XKFPYPQQHFEXRZ,0,,,,
CMHHMUWAYWTMGS,LVXJQMNHJWSHET,Oxybuprocaine,Dacomitinib,CMHHMUWAYWTMGS::LVXJQMNHJWSHET,0,,,,
BFSMGDJOXZAERB,KRWMERLEINMZFT,Dabrafenib,6-O-benzylguanine,BFSMGDJOXZAERB::KRWMERLEINMZFT,0,,,,
AKUJBENLRBOFTD,NHUHCSRWZMLRLA,Dexamethasone acetate,Sulfisoxazole,AKUJBENLRBOFTD::NHUHCSRWZMLRLA,0,,,,
JRURYQJSLYLRLN,RQXCLMGKHJWMOA,Entacapone,Pridinol,JRURYQJSLYLRLN::RQXCLMGKHJWMOA,4,,,,
JOATXPAWOHTVSZ,ZTVQQQVZCWLTDF,Celiprolol,Remifentanil,JOATXPAWOHTVSZ::ZTVQQQVZCWLTDF,0,,,,
NFACJZMKEDPNKN,PHTUQLWOUWZIMZ,Metrifonate,Dosulepin,NFACJZMKEDPNKN::PHTUQLWOUWZIMZ,0,,,,
PNUZDKCDAWUEGK,VABCILAOYCMVPS,Sitafloxacin,Acenocoumarol,PNUZDKCDAWUEGK::VABCILAOYCMVPS,0,,,,
FZSPJBYOKQPKCD,UYXAWHWODHRRMR,Alaproclate,Hexobarbital,FZSPJBYOKQPKCD::UYXAWHWODHRRMR,0,,,,
MBWXNTAXLNYFJB,TZDUHAJSIBHXDL,Phylloquinone,Gabapentin enacarbil,MBWXNTAXLNYFJB::TZDUHAJSIBHXDL,47,,,,
NCWZOASIUQVOFA,TTWJBBZEZQICBI,Florbetaben F-18,Metoclopramide,NCWZOASIUQVOFA::TTWJBBZEZQICBI,0,,,,
VMZUTJCNQWMAGF,XLMALTXPSGQGBX,Etizolam,Dextropropoxyphene,VMZUTJCNQWMAGF::XLMALTXPSGQGBX,0,,,,
HRWCVUIFMSZDJS,ODOISJJCWUVNDJ,Spirapril,Mannitol busulfan,HRWCVUIFMSZDJS::ODOISJJCWUVNDJ,0,,,,
NOSIYYJFMPDDSA,PGTVWKLGGCQMBR,Acepromazine,Ganaxolone,NOSIYYJFMPDDSA::PGTVWKLGGCQMBR,0,,,,
GOTYRUGSSMKFNF,JBKPUQTUERUYQE,Lenalidomide,Pralidoxime,GOTYRUGSSMKFNF::JBKPUQTUERUYQE,0,,,,
MIQPIUSUKVNLNT,WEXRUCMBJFQVBZ,Tolcapone,Pentobarbital,MIQPIUSUKVNLNT::WEXRUCMBJFQVBZ,0,,,,
BLJRIMJGRPQVNF,YPHDIMUXXABSSO,Timolol,PF-00610355,BLJRIMJGRPQVNF::YPHDIMUXXABSSO,0,,,,
NBRBXGKOEOGLOI,RTGDFNSFWBGLEC,Dasabuvir,Mycophenolate mofetil,NBRBXGKOEOGLOI::RTGDFNSFWBGLEC,30,,,,
KTHVBAZBLKXIHZ,VOKSWYLNZZRQPF,Piperidolate,Pentazocine,KTHVBAZBLKXIHZ::VOKSWYLNZZRQPF,0,,,,
JOFWLTCLBGQGBO,RKLNONIVDFXQRX,Triazolam,Bromperidol,JOFWLTCLBGQGBO::RKLNONIVDFXQRX,0,,,,
NGBFQHCMQULJNZ,PIWKPBJCKXDKJR,Torasemide,Isoflurane,NGBFQHCMQULJNZ::PIWKPBJCKXDKJR,2,,,,
DTGLZDAWLRGWQN,IQVRBWUUXZMOPW,Prasugrel,Istradefylline,DTGLZDAWLRGWQN::IQVRBWUUXZMOPW,0,,,,
NLVFBUXFDBBNBW,RUOKEQAAGRXIBM,Tobramycin,N-Propargyl-1(S)-Aminoindan,NLVFBUXFDBBNBW::RUOKEQAAGRXIBM,4,,,,
DKNWSYNQZKUICI,WSEQXVZVJXJVFP,Amantadine,Citalopram,DKNWSYNQZKUICI::WSEQXVZVJXJVFP,642,,,,
IWVRVEIKCBFZNF,NNAIYOXJNVGUOM,Pirlindole,Amperozide,IWVRVEIKCBFZNF::NNAIYOXJNVGUOM,0,,,,
DQDAYGNAKTZFIW,ZSTKHSQDNIGFLM,Phenprocoumon,"5-methoxy-N,N-dimethyltryptamine",DQDAYGNAKTZFIW::ZSTKHSQDNIGFLM,0,,,,
JZQKKSLKJUAGIC,NXWGWUVGUSFQJC,Pindolol,Mepindolol,JZQKKSLKJUAGIC::NXWGWUVGUSFQJC,0,,,,
FZGVEKPRDOIXJY,UBZPNQRBUOBBLN,Bitolterol,Serdexmethylphenidate,FZGVEKPRDOIXJY::UBZPNQRBUOBBLN,0,,,,
FFGPTBGBLSHEPO,GZOSMCIZMLWJML,Carbamazepine,Abiraterone,FFGPTBGBLSHEPO::GZOSMCIZMLWJML,11,,,,
NCEXYHBECQHGNR,VTUSIVBDOCDNHS,Sulfasalazine,Etidocaine,NCEXYHBECQHGNR::VTUSIVBDOCDNHS,0,,,,
AYXYPKUFHZROOJ,CMCCHHWTTBEZNM,Pregabalin,Bromisoval,AYXYPKUFHZROOJ::CMCCHHWTTBEZNM,0,,,,
IYFNEFQTYQPVOC,OGPWIDANBSLJPC,Udenafil,Difluocortolone,IYFNEFQTYQPVOC::OGPWIDANBSLJPC,0,,,,
DHMQDGOQFOQNFH,WHWZLSFABNNENI,Aluminium glycinate,Epinastine,DHMQDGOQFOQNFH::WHWZLSFABNNENI,0,,,,
NOIIUHRQUVNIDD,UEEJHVSXFDXPFK,Nialamide,Deanol,NOIIUHRQUVNIDD::UEEJHVSXFDXPFK,0,,,,
HXLAFSUPPDYFEO,UNAANXDKBXWMLN,Bevantolol,Sibutramine,HXLAFSUPPDYFEO::UNAANXDKBXWMLN,0,,,,
FODQIVGFADUBKE,MDLAAYDRRZXJIF,Octamoxin,Penfluridol,FODQIVGFADUBKE::MDLAAYDRRZXJIF,0,,,,
KQXKVJAGOJTNJS,LDCYZAJDBXYCGN,Penbutolol,Oxitriptan,KQXKVJAGOJTNJS::LDCYZAJDBXYCGN,0,,,,
PTKSEFOSCHHMPD,QERUYFVNIOLCHV,Midodrine,Darodipine,PTKSEFOSCHHMPD::QERUYFVNIOLCHV,0,,,,
GMZVRMREEHBGGF,HEMJJKBWTPKOJG,Piracetam,Gemfibrozil,GMZVRMREEHBGGF::HEMJJKBWTPKOJG,0,,,,
PFENFDGYVLAFBR,UIAGMCDKSXEBJQ,Tinoridine,Nimodipine,PFENFDGYVLAFBR::UIAGMCDKSXEBJQ,0,,,,
LXIKEPCNDFVJKC,MCYCODJKXUJSAT,Tenidap,"2,5-Dimethoxy-4-ethylthioamphetamine",LXIKEPCNDFVJKC::MCYCODJKXUJSAT,0,,,,
DHAHKSQXIXFZJB,ZPUCINDJVBIVPJ,Patent Blue,Cocaine,DHAHKSQXIXFZJB::ZPUCINDJVBIVPJ,0,,,,
QNXUUBBKHBYRFW,XZWYZXLIPXDOLR,Formocortal,Metformin,QNXUUBBKHBYRFW::XZWYZXLIPXDOLR,0,,,,
ATHGHQPFGPMSJY,VMXUWOKSQNHOCA,Spermidine,Ranitidine,ATHGHQPFGPMSJY::VMXUWOKSQNHOCA,0,,,,
HRWCVUIFMSZDJS,SFLSHLFXELFNJZ,Spirapril,Norepinephrine,HRWCVUIFMSZDJS::SFLSHLFXELFNJZ,0,,,,
QYSXJUFSXHHAJI,XYCMOTOFHFTUIU,Cholecalciferol,Cloranolol,QYSXJUFSXHHAJI::XYCMOTOFHFTUIU,0,,,,
JKKFKPJIXZFSSB,OFCNXPDARWKPPY,Estrone sulfate,Allopurinol,JKKFKPJIXZFSSB::OFCNXPDARWKPPY,0,,,,
JEYCTXHKTXCGPB,LRMJAFKKJLRDLE,Methaqualone,Dotarizine,JEYCTXHKTXCGPB::LRMJAFKKJLRDLE,0,,,,
SUJUHGSWHZTSEU,YARKMNAWFIMDKV,Tipranavir,Epanolol,SUJUHGSWHZTSEU::YARKMNAWFIMDKV,0,,,,
MVFGUOIZUNYYSO,UGJMXCAKCUNAIE,Prilocaine,Gabapentin,MVFGUOIZUNYYSO::UGJMXCAKCUNAIE,224,413629.3466666667,25343.401257586396,3,17211068
BSYNRYMUTXBXSQ,TTWJBBZEZQICBI,Acetylsalicylic acid,Metoclopramide,BSYNRYMUTXBXSQ::TTWJBBZEZQICBI,3796,9718.573874111142,1792.1259118608991,5,18498415
WXFIGDLSSYIKKV,WXXSNCNJFUAIDG,Metaraminol,Riociguat,WXFIGDLSSYIKKV::WXXSNCNJFUAIDG,0,,,,
IQUHNCOJRJBMSU,RNFNDJAIBTYOQL,Gadoteridol,Chloral hydrate,IQUHNCOJRJBMSU::RNFNDJAIBTYOQL,0,,,,
HYWYRSMBCFDLJT,NXWGWUVGUSFQJC,Nimesulide,Mepindolol,HYWYRSMBCFDLJT::NXWGWUVGUSFQJC,0,,,,
OYTKINVCDFNREN,WSEQXVZVJXJVFP,Amifampridine,Citalopram,OYTKINVCDFNREN::WSEQXVZVJXJVFP,0,,,,
HCDMJFOHIXMBOV,WIJZXSAJMHAVGX,Pemigatinib,Ivosidenib,HCDMJFOHIXMBOV::WIJZXSAJMHAVGX,0,,,,
HQVHOQAKMCMIIM,YELGFTGWJGBAQU,WIN 55212-2,Mephedrone,HQVHOQAKMCMIIM::YELGFTGWJGBAQU,0,,,,
FPHLBGOJWPEVME,SAADBVWGJQAEFS,Alminoprofen,Flurazepam,FPHLBGOJWPEVME::SAADBVWGJQAEFS,0,,,,
YECBIJXISLIIDS,ZBIAKUMOEKILTF,Mepyramine,Lidoflazine,YECBIJXISLIIDS::ZBIAKUMOEKILTF,0,,,,
AGRCPNMCOXLKFO,BPEGJWRSRHCHSN,Streptozocin,Temozolomide,AGRCPNMCOXLKFO::BPEGJWRSRHCHSN,16,,,,
AHJRHEGDXFFMBM,FASDKYOPVNHBLU,Palbociclib,Dexpramipexole,AHJRHEGDXFFMBM::FASDKYOPVNHBLU,4,,,,
NDDAHWYSQHTHNT,OFVLGDICTFRJMM,(S)-Indapamide,Tetracycline,NDDAHWYSQHTHNT::OFVLGDICTFRJMM,1,,,,
DCCSDBARQIPTGU,IKWTVSLWAPBBKU,Fesoterodine,Arsenic trioxide,DCCSDBARQIPTGU::IKWTVSLWAPBBKU,0,,,,
JFCQEDHGNNZCLN,JTEGQNOMFQHVDC,Glutaric Acid,Lamivudine,JFCQEDHGNNZCLN::JTEGQNOMFQHVDC,0,,,,
BMPDWHIDQYTSHX,LNNWVNGFPYWNQE,Eslicarbazepine,Desomorphine,BMPDWHIDQYTSHX::LNNWVNGFPYWNQE,0,,,,
UQLLWWBDSUHNEB,VREFGVBLTWBCJP,Cefapirin,Alprazolam,UQLLWWBDSUHNEB::VREFGVBLTWBCJP,0,,,,
MITFXPHMIHQXPI,VEXZGXHMUGYJMC,Benoxaprofen,Chloride ion,MITFXPHMIHQXPI::VEXZGXHMUGYJMC,0,,,,
RYIDHLJADOKWFM,WLWFNJKHKGIJNW,Samidorphan,Phensuximide,RYIDHLJADOKWFM::WLWFNJKHKGIJNW,0,,,,
AZFLJNIPTRTECV,OUDSBRTVNLOZBN,Dienogest,Tolazamide,AZFLJNIPTRTECV::OUDSBRTVNLOZBN,0,,,,
MWKYMZXCGYXLPL,WOSKHXYHFSIKNG,Leniolisib,Lenvatinib,MWKYMZXCGYXLPL::WOSKHXYHFSIKNG,0,,,,
DXGLGDHPHMLXJC,HQRSUIDICNOLPX,Oxybenzone,Mersalyl,DXGLGDHPHMLXJC::HQRSUIDICNOLPX,0,,,,
KFQYTPMOWPVWEJ,VZJFGSRCJCXDSG,Rotigotine,Hexamethonium,KFQYTPMOWPVWEJ::VZJFGSRCJCXDSG,0,,,,
FCFNRCROJUBPLU,QWAXKHKRTORLEM,Valinomycin,Saquinavir,FCFNRCROJUBPLU::QWAXKHKRTORLEM,0,,,,
ISZNZKHCRKXXAU,SLFGIOIONGJGRT,Chlorproguanil,Cyamemazine,ISZNZKHCRKXXAU::SLFGIOIONGJGRT,0,,,,
JHDKZFFAIZKUCU,ZBMZVLHSJCTVON,Pracinostat,Sotalol,JHDKZFFAIZKUCU::ZBMZVLHSJCTVON,0,,,,
QJFSABGVXDWMIW,UEQUQVLFIPOEMF,Azilsartan medoxomil,Mianserin,QJFSABGVXDWMIW::UEQUQVLFIPOEMF,1,,,,
JWBOIMRXGHLCPP,PWVXXGRKLHYWKM,Mitotane,Eletriptan,JWBOIMRXGHLCPP::PWVXXGRKLHYWKM,0,,,,
ACGDKVXYNVEAGU,XYKWNRUXCOIMFZ,Guanethidine,Tepoxalin,ACGDKVXYNVEAGU::XYKWNRUXCOIMFZ,0,,,,
WXXSNCNJFUAIDG,XMXHEBAFVSFQEX,Riociguat,Iloperidone,WXXSNCNJFUAIDG::XMXHEBAFVSFQEX,0,,,,
RXWNCPJZOCPEPQ,UJEWTUDSLQGTOA,Puromycin,Piretanide,RXWNCPJZOCPEPQ::UJEWTUDSLQGTOA,0,,,,
DAFYYTQWSAWIGS,OFVLGDICTFRJMM,Vilanterol,Tetracycline,DAFYYTQWSAWIGS::OFVLGDICTFRJMM,0,,,,
GBXSMTUPTTWBMN,LCDDAGSJHKEABN,Enalapril,Evogliptin,GBXSMTUPTTWBMN::LCDDAGSJHKEABN,1,,,,
DDFOUSQFMYRUQK,VHFGEBVPHAGQPI,Isavuconazole,Oritavancin,DDFOUSQFMYRUQK::VHFGEBVPHAGQPI,0,,,,
JWHAUXFOSRPERK,SGOIRFVFHAKUTI,(R)-Propafenone,Tenofovir,JWHAUXFOSRPERK::SGOIRFVFHAKUTI,0,,,,
LOUPRKONTZGTKE,NPUKDXXFDDZOKR,Quinidine,Etomidate,LOUPRKONTZGTKE::NPUKDXXFDDZOKR,2,,,,
MKPDWECBUAZOHP,XXSMGPRMXLTPCZ,Paramethasone,Hydroxychloroquine,MKPDWECBUAZOHP::XXSMGPRMXLTPCZ,0,,,,
AYDXAULLCROVIT,WLHQHAUOOXYABV,Indobufen,Lornoxicam,AYDXAULLCROVIT::WLHQHAUOOXYABV,0,,,,
UEQUQVLFIPOEMF,UHUMRJKDOOEQIG,Mianserin,Bevonium,UEQUQVLFIPOEMF::UHUMRJKDOOEQIG,0,,,,
QZVNQOLPLYWLHQ,VFLDPWHFBUODDF,Benidipine,Curcumin,QZVNQOLPLYWLHQ::VFLDPWHFBUODDF,0,,,,
QNEXFJFTGQBXBJ,ZEUITGRIYCTCEM,Phenoxypropazine,Duloxetine,QNEXFJFTGQBXBJ::ZEUITGRIYCTCEM,0,,,,
BSYNRYMUTXBXSQ,MCAHWIHFGHIESP,Acetylsalicylic acid,Selenious acid,BSYNRYMUTXBXSQ::MCAHWIHFGHIESP,0,,,,
CEMXHAPUFJOOSV,VXKHXGOKWPXYNA,Acarbose,Triptorelin,CEMXHAPUFJOOSV::VXKHXGOKWPXYNA,0,,,,
BZEWSEKUUPWQDQ,JLYAXFNOILIKPP,Dyclonine,Navitoclax,BZEWSEKUUPWQDQ::JLYAXFNOILIKPP,0,,,,
FPHLBGOJWPEVME,WJOHZNCJWYWUJD,Alminoprofen,Fluocinonide,FPHLBGOJWPEVME::WJOHZNCJWYWUJD,0,,,,
ACWBQPMHZXGDFX,QJJXYPPXXYFBGM,Valsartan,Tacrolimus,ACWBQPMHZXGDFX::QJJXYPPXXYFBGM,189,,,,
NAVMQTYZDKMPEU,ZFXYFBGIUFBOJW,Bexarotene,Aminophylline,NAVMQTYZDKMPEU::ZFXYFBGIUFBOJW,0,,,,
GFNANZIMVAIWHM,RKHQGWMMUURILY,Triamcinolone,Cortivazol,GFNANZIMVAIWHM::RKHQGWMMUURILY,0,,,,
BTBHLEZXCOBLCY,RAGOYPUPXAKGKH,Finerenone,Posaconazole,BTBHLEZXCOBLCY::RAGOYPUPXAKGKH,0,,,,
AYDXAULLCROVIT,OELFLUMRDSZNSF,Indobufen,Nateglinide,AYDXAULLCROVIT::OELFLUMRDSZNSF,0,,,,
NVKAWKQGWWIWPM,RMTYNAPTNBJHQI,5beta-dihydrotestosterone,Glibornuride,NVKAWKQGWWIWPM::RMTYNAPTNBJHQI,0,,,,
AVOLMBLBETYQHX,JIEKMACRVQTPRC,Etacrynic acid,Fentiazac,AVOLMBLBETYQHX::JIEKMACRVQTPRC,0,,,,
ISWSIDIOOBJBQZ,WZPBZJONDBGPKJ,Phenol,Aztreonam,ISWSIDIOOBJBQZ::WZPBZJONDBGPKJ,1,,,,
HCDMJFOHIXMBOV,KYYIDSXMWOZKMP,Pemigatinib,Desvenlafaxine,HCDMJFOHIXMBOV::KYYIDSXMWOZKMP,0,,,,
MDLAAYDRRZXJIF,VEXZGXHMUGYJMC,Penfluridol,Chloride ion,MDLAAYDRRZXJIF::VEXZGXHMUGYJMC,0,,,,
TYZROVQLWOKYKF,XUZMWHLSFXCVMG,Linezolid,Baricitinib,TYZROVQLWOKYKF::XUZMWHLSFXCVMG,27,,,,
FBOZXECLQNJBKD,IZEKFCXSFNUWAM,Methotrexate,Dipyridamole,FBOZXECLQNJBKD::IZEKFCXSFNUWAM,39,,,,
BYBLEWFAAKGYCD,JZQKKSLKJUAGIC,Miconazole,Pindolol,BYBLEWFAAKGYCD::JZQKKSLKJUAGIC,0,,,,
HBNPJJILLOYFJU,YSEXMKHXIOCEJA,Mibefradil,Nicergoline,HBNPJJILLOYFJU::YSEXMKHXIOCEJA,0,,,,
DDNCQMVWWZOMLN,KJADKKWYZYXHBB,Vinpocetine,Topiramate,DDNCQMVWWZOMLN::KJADKKWYZYXHBB,0,,,,
BMQGVNUXMIRLCK,GKDRMWXFWHEQQT,Cabazitaxel,Fostamatinib,BMQGVNUXMIRLCK::GKDRMWXFWHEQQT,0,,,,
CGIGDMFJXJATDK,VWPOSFSPZNDTMJ,Indomethacin,Nadolol,CGIGDMFJXJATDK::VWPOSFSPZNDTMJ,9,,,,
ACWZRVQXLIRSDF,NNACHAUCXXVJSP,Binimetinib,Pitolisant,ACWZRVQXLIRSDF::NNACHAUCXXVJSP,0,,,,
FYPMFJGVHOHGLL,MOYGZHXDRJNJEP,Probucol,Buclizine,FYPMFJGVHOHGLL::MOYGZHXDRJNJEP,0,,,,
LVXJQMNHJWSHET,XDRYMKDFEDOLFX,Dacomitinib,Pentamidine,LVXJQMNHJWSHET::XDRYMKDFEDOLFX,0,,,,
KYYIDSXMWOZKMP,QPCDCPDFJACHGM,Desvenlafaxine,Gadopentetic acid,KYYIDSXMWOZKMP::QPCDCPDFJACHGM,0,,,,
DMJWENQHWZZWDF,WFPUBEDBBOGGIQ,Ecopipam,"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",DMJWENQHWZZWDF::WFPUBEDBBOGGIQ,0,,,,
IRYJRGCIQBGHIV,REYFJDPCWQRWAA,Trimethadione,Antazoline,IRYJRGCIQBGHIV::REYFJDPCWQRWAA,0,,,,
JIEKMACRVQTPRC,QXKHYNVANLEOEG,Fentiazac,Methoxsalen,JIEKMACRVQTPRC::QXKHYNVANLEOEG,0,,,,
DUGOZIWVEXMGBE,YSAUAVHXTIETRK,Dexmethylphenidate,Pyrantel,DUGOZIWVEXMGBE::YSAUAVHXTIETRK,0,,,,
BHPQYMZQTOCNFJ,DDNCQMVWWZOMLN,Calcium cation,Vinpocetine,BHPQYMZQTOCNFJ::DDNCQMVWWZOMLN,2,,,,
AELCINSCMGFISI,RNFNDJAIBTYOQL,"(1R,2S)-2-Phenylcyclopropanaminium",Chloral hydrate,AELCINSCMGFISI::RNFNDJAIBTYOQL,2,,,,
HTWFXPCUFWKXOP,ISWRGOKTTBVCFA,Tertatolol,Deupirfenidone,HTWFXPCUFWKXOP::ISWRGOKTTBVCFA,0,,,,
HYWYRSMBCFDLJT,RHAXSHUQNIEUEY,Nimesulide,Epirizole,HYWYRSMBCFDLJT::RHAXSHUQNIEUEY,0,,,,
NIJJYAXOARWZEE,SJVQHLPISAIATJ,Valproate bismuth,Duvelisib,NIJJYAXOARWZEE::SJVQHLPISAIATJ,0,,,,
UZWDCWONPYILKI,VJYSBPDEJWLKKJ,Abemaciclib,Pibrentasvir,UZWDCWONPYILKI::VJYSBPDEJWLKKJ,0,,,,
MQZIGYBFDRPAKN,VKHAHZOOUSRJNA,Astaxanthin,Mifepristone,MQZIGYBFDRPAKN::VKHAHZOOUSRJNA,0,,,,
DTGLZDAWLRGWQN,SBNKFTQSBPKMBZ,Prasugrel,Ethenzamide,DTGLZDAWLRGWQN::SBNKFTQSBPKMBZ,0,,,,
DFEYYRMXOJXZRJ,VQKLRVZQQYVIJW,Sevoflurane,Dihydralazine,DFEYYRMXOJXZRJ::VQKLRVZQQYVIJW,0,,,,
OLVCFLKTBJRLHI,RLLPVAHGXHCWKJ,Cefamandole,Permethrin,OLVCFLKTBJRLHI::RLLPVAHGXHCWKJ,0,,,,
FVYUQFQCEOZYHZ,SADQVAVFGNTEOD,Oxaflozane,Indalpine,FVYUQFQCEOZYHZ::SADQVAVFGNTEOD,0,,,,
GXDALQBWZGODGZ,QQLKULDARVNMAL,Astemizole,Icotinib,GXDALQBWZGODGZ::QQLKULDARVNMAL,0,,,,
MYSWGUAQZAJSOK,OZVBMTJYIDMWIL,Ciprofloxacin,Bromocriptine,MYSWGUAQZAJSOK::OZVBMTJYIDMWIL,4,,,,
MVWVFYHBGMAFLY,NJDUWAXIURWWLN,Ziprasidone,Clorindione,MVWVFYHBGMAFLY::NJDUWAXIURWWLN,0,,,,
OFCNXPDARWKPPY,OVBPIULPVIDEAO,Allopurinol,Folic acid,OFCNXPDARWKPPY::OVBPIULPVIDEAO,12796,9323.874111119794,554.8028787211123,26,17980670
JCKYGMPEJWAADB,WDDPHFBMKLOVOX,Chlorambucil,Clofarabine,JCKYGMPEJWAADB::WDDPHFBMKLOVOX,2,,,,
IIDJRNMFWXDHID,LUKBXSAWLPMMSZ,Risedronic acid,Resveratrol,IIDJRNMFWXDHID::LUKBXSAWLPMMSZ,0,,,,
UFIVBRCCIRTJTN,XFYDIVBRZNQMJC,Difenoxin,Tizanidine,UFIVBRCCIRTJTN::XFYDIVBRZNQMJC,0,,,,
